code;literal
B09;INF VIRAL NO ESPECIF, CARACTERIZ POR LESIONES DE PIEL Y DE MEMB MUCOSA
B083;ERITEMA INFECCIOSO (QUINTA ENFERMEDAD)
B04;VIRUELA DE LOS MONOS
B082;EXANTEMA SUBITO (SEXTA ENFERMEDAD)
B088;OTRAS INF VIRALES ESPECIF, CARACTERIZ POR LESIONES PIEL Y MEMB MUCOSA
B09;INF VIRAL NO ESPECIF, CARACTERIZ POR LESIONES DE PIEL Y DE MEMB MUCOSA
A950;FIEBRE AMARILLA SELVATICA
A951;FIEBRE AMARILLA URBANA
A959;FIEBRE AMARILLA, NO ESPECIFICADA
A89;INFECCION VIRAL DEL SISTEMA NERVIOSO CENTRAL, NO ESPECIFICADA
A90;FIEBRE DEL DENGUE (DENGUE CLASICO)
A830;ENCEFALITIS JAPONESA
A831;ENCEFALITIS EQUINA DEL OESTE
A832;ENCEFALITIS EQUINA DEL ESTE
A833;ENCEFALITIS DE SAN LUIS
A834;ENCEFALITIS AUSTRALIANA
A835;ENCEFALITIS DE CALIFORNIA
B338;OTRAS ENFERMEDADES VIRALES ESPECIFICADAS
A836;ENFERMEDAD POR VIRUS ROCIO
A838;OTRAS ENCEFALITIS VIRALES TRANSMITIDAS POR MOSQUITOS
A839;ENCEFALITIS VIRAL TRANSMITIDA POR MOSQUITOS, SIN OTRA ESPECIFICACION
A840;ENCEFALITIS LEJANO ORIENTE TP GARRAPATAS ENCEFALITIS PRIMAVEROEST RUSA
A848;OTRAS ENCEFALITIS VIRALES TRANSMITIDAS POR GARRAPATAS
A841;ENCEFALITIS CENTROEUROPEA TRANSMITIDA POR GARRAPATAS
A848;OTRAS ENCEFALITIS VIRALES TRANSMITIDAS POR GARRAPATAS
A849;ENCEFALITIS VIRAL TRANSMITIDA POR GARRAPATAS, SIN OTRA ESPECIFICACION
A852;ENCEFALITIS VIRAL TRANSMITIDA POR ARTROPODOS, SIN OTRA ESPECIFICACION
A980;FIEBRE HEMORRAGICA DE CRIMEA-CONGO
A981;FIEBRE HEMORRAGICA DE OMSK
A982;ENFERMEDAD DE LA SELVA DE KYASANUR
A938;OTRAS FIEBRES VIRALES ESPECIFICADAS TRANSMITIDAS POR ARTROPODOS
A91;FIEBRE DEL DENGUE HEMORRAGICO
A920;ENFERMEDAD POR VIRUS CHIKUNGUNYA
A928;OTRAS FIEBRES VIRALES ESPECIFICADAS TRANSMITIDAS POR MOSQUITOS
A938;OTRAS FIEBRES VIRALES ESPECIFICADAS TRANSMITIDAS POR ARTROPODOS
A984;ENFERMEDAD POR EL VIRUS DE EBOLA
A988;OTRAS FIEBRES HEMORRAGICAS VIRALES ESPECIFICADAS
A94;FIEBRE VIRAL TRANSMITIDA POR ARTROPODOS, NO ESPECIFICADA
A99;FIEBRE VIRAL HEMORRAGICA, NO ESPECIFICADA
A931;FIEBRE TRANSMITIDA POR FLEBOTOMOS
A938;OTRAS FIEBRES VIRALES ESPECIFICADAS TRANSMITIDAS POR ARTROPODOS
A932;FIEBRE DE COLORADO TRANSMITIDA POR GARRAPATAS
A938;OTRAS FIEBRES VIRALES ESPECIFICADAS TRANSMITIDAS POR ARTROPODOS
A922;FIEBRE EQUINA VENEZOLANA
A920;ENFERMEDAD POR VIRUS CHIKUNGUNYA
A921;FIEBRE DE O'NYONG-NYONG
A923;FIEBRE DEL OESTE DEL NILO
A924;FIEBRE DEL VALLE DEL RIFT
A928;OTRAS FIEBRES VIRALES ESPECIFICADAS TRANSMITIDAS POR MOSQUITOS
A929;FIEBRE VIRAL TRANSMITIDA POR MOSQUITO, SIN OTRA ESPECIFICACION
A930;ENFERMEDAD POR VIRUS DE OROPOUCHE
A928;OTRAS FIEBRES VIRALES ESPECIFICADAS TRANSMITIDAS POR MOSQUITOS
A938;OTRAS FIEBRES VIRALES ESPECIFICADAS TRANSMITIDAS POR ARTROPODOS
A878;OTRAS MENINGITIS VIRALES
A94;FIEBRE VIRAL TRANSMITIDA POR ARTROPODOS, NO ESPECIFICADA
B150;HEPATITIS AGUDA TIPO A, CON COMA HEPATICO
B159;HEPATITIS AGUDA TIPO A, SIN COMA HEPATICO
B160;HEPATITIS AG TIPO B, CON AGENTE DELTA (COINFECCION), CON COMA HEPATICO
B162;HEPATITIS AGUDA TIPO B, SIN AGENTE DELTA, CON COMA HEPATICO
B180;HEPATITIS VIRAL TIPO B CRONICA, CON AGENTE DELTA
B181;HEPATITIS VIRAL TIPO B CRONICA, SIN AGENTE DELTA
B161;HEPATITIS AG TIPO B, CON AGENTE DELTA (COINFECCION), SIN COMA HEPATICO
B169;HEPATITIS AGUDA TIPO B, SIN AGENTE DELTA Y SIN COMA HEPATICO
B180;HEPATITIS VIRAL TIPO B CRONICA, CON AGENTE DELTA
B181;HEPATITIS VIRAL TIPO B CRONICA, SIN AGENTE DELTA
B171;HEPATITIS AGUDA TIPO C
B172;HEPATITIS AGUDA TIPO E
B178;OTRAS HEPATITIS VIRALES AGUDAS ESPECIFICADAS
B182;HEPATITIS VIRAL TIPO C CRONICA
B188;OTRAS HEPATITIS VIRALES CRONICAS
B170;INF (SUPERINFECCION) AG POR AGENTE DELTA EN EL PORTADOR DE HEPATITIS B
B171;HEPATITIS AGUDA TIPO C
B172;HEPATITIS AGUDA TIPO E
B178;OTRAS HEPATITIS VIRALES AGUDAS ESPECIFICADAS
B182;HEPATITIS VIRAL TIPO C CRONICA
B188;OTRAS HEPATITIS VIRALES CRONICAS
B189;HEPATITIS VIRAL CRONICA, SIN OTRA ESPECIFICACION
B190;HEPATITIS VIRAL NO ESPECIFICADA CON COMA
B189;HEPATITIS VIRAL CRONICA, SIN OTRA ESPECIFICACION
B199;HEPATITIS VIRAL NO ESPECIFICADA SIN COMA
A820;RABIA SELVATICA
A821;RABIA URBANA
A829;RABIA, SIN OTRA ESPECIFICACION
B260;ORQUITIS POR PAROTIDITIS (N51.1*)
B261;MENINGITIS POR PAROTIDITIS (G02.0*)
B262;ENCEFALITIS POR PAROTIDITIS (G05.1*)
B263;PANCREATITIS POR PAROTIDITIS (K87.1*)
B268;PAROTIDITIS INFECCIOSA CON OTRAS COMPLICACIONES
B268;PAROTIDITIS INFECCIOSA CON OTRAS COMPLICACIONES
B269;PAROTIDITIS, SIN COMPLICACIONES
A70;INFECCION DEBIDA A CHLAMYDIA PSITTACI
B085;FARINGITIS VESICULAR ENTEROVIRICA
B330;MIALGIA EPIDEMICA
B332;CARDITIS VIRAL
B084;ESTOMATITIS VESICULAR ENTEROVIRAL CON EXANTEMA
A931;FIEBRE TRANSMITIDA POR FLEBOTOMOS
B088;OTRAS INF VIRALES ESPECIF, CARACTERIZ POR LESIONES PIEL Y MEMB MUCOSA
B303;CONJUNTIVITIS EPIDEMICA AGUDA HEMORRAGICA (ENTEROVIRICA) (H13.1*)
B338;OTRAS ENFERMEDADES VIRALES ESPECIFICADAS
B341;INFECCION DEBIDA A ENTEROVIRUS, SIN OTRA ESPECIFICACION
B270;MONONUCLEOSIS DEBIDA A HERPES VIRUS GAMMA
B271;MONONUCLEOSIS POR CITOMEGALOVIRUS
B278;OTRAS MONONUCLEOSIS INFECCIOSAS
B279;MONONUCLEOSIS INFECCIOSA, NO ESPECIFICADA
A710;ESTADO INICIAL DE TRACOMA
A711;ESTADO ACTIVO DE TRACOMA
A719;TRACOMA, NO ESPECIFICADO
A740;CONJUNTIVITIS POR CLAMIDIAS (H13.1*)
B301;CONJUNTIVITIS DEBIDA A ADENOVIRUS (H13.1*)
B300;QUERATOCONJUNTIVITIS DEBIDA A ADENOVIRUS (H19.2*)
B309;CONJUNTIVITIS VIRAL, SIN OTRA ESPECIFICACION
B302;FARINGOCONJUNTIVITIS VIRAL
B301;CONJUNTIVITIS DEBIDA A ADENOVIRUS (H13.1*)
B303;CONJUNTIVITIS EPIDEMICA AGUDA HEMORRAGICA (ENTEROVIRICA) (H13.1*)
B308;OTRAS CONJUNTIVITIS VIRALES (H13.1*)
A740;CONJUNTIVITIS POR CLAMIDIAS (H13.1*)
B309;CONJUNTIVITIS VIRAL, SIN OTRA ESPECIFICACION
B081;MOLUSCO CONTAGIOSO
A630;VERRUGAS (VENEREAS) ANOGENITALES
B07;VERRUGAS VIRICAS
A748;OTRAS ENFERMEDADES POR CLAMIDIAS
A281;ENFERMEDAD POR RASGU�O DE GATO
B088;OTRAS INF VIRALES ESPECIF, CARACTERIZ POR LESIONES PIEL Y MEMB MUCOSA
B250;NEUMONITIS DEBIDA A VIRUS CITOMEGALICO (J17.1*)
B251;HEPATITIS DEBIDA A VIRUS CITOMEGALICO (K77.0*)
B252;PANCREATITIS DEBIDA A VIRUS CITOMEGALICO (K87.1*)
B258;OTRAS ENFERMEDADES DEBIDAS A VIRUS CITOMEGALICO
B259;ENFERMEDAD POR VIRUS CITOMEGALICO, NO ESPECIFICADA
A985;FIEBRES HEMORRAGICAS CON SINDROME RENAL
A960;FIEBRE HEMORRAGICA DE JUNIN
A961;FIEBRE HEMORRAGICA DE MACHUPO
A968;OTRAS FIEBRES HEMORRAGICAS POR ARENAVIRUS
A969;FIEBRE HEMORRAGICA POR ARENAVIRUS, SIN OTRA ESPECIFICACION
A081;GASTROENTEROPATIA AGUDA DEBIDA AL AGENTE DE NORWALK
A748;OTRAS ENFERMEDADES POR CLAMIDIAS
A749;INFECCION POR CLAMIDIAS, NO ESPECIFICADA
A881;VERTIGO EPIDEMICO
A962;FIEBRE DE LASSA
A983;ENFERMEDAD POR EL VIRUS DE MARBURG
B088;OTRAS INF VIRALES ESPECIF, CARACTERIZ POR LESIONES PIEL Y MEMB MUCOSA
B330;MIALGIA EPIDEMICA
B331;ENFERMEDAD DEL RIO ROSS
B333;INFECCIONES DEBIDAS A RETROVIRUS, NO CLASIFICADAS EN OTRA PARTE
B338;OTRAS ENFERMEDADES VIRALES ESPECIFICADAS
B341;INFECCION DEBIDA A ENTEROVIRUS, SIN OTRA ESPECIFICACION
B349;INFECCION VIRAL, NO ESPECIFICADA
B340;INFECCION DEBIDA A ADENOVIRUS, SIN OTRA ESPECIFICACION
B970;ADENOVIRUS COMO CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPITULOS
B341;INFECCION DEBIDA A ENTEROVIRUS, SIN OTRA ESPECIFICACION
B971;ENTEROVIRUS COMO CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPITULOS
B341;INFECCION DEBIDA A ENTEROVIRUS, SIN OTRA ESPECIFICACION
B971;ENTEROVIRUS COMO CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPITULOS
B348;OTRAS INFECCIONES VIRALES DE SITIO NO ESPECIFICADO
B978;OTROS AGENTES VIRALES COMO CAUSA DE ENFERMEDADES CEOC
B333;INFECCIONES DEBIDAS A RETROVIRUS, NO CLASIFICADAS EN OTRA PARTE
B342;INFECCION DEBIDA A CORONAVIRUS, SIN OTRA ESPECIFICACION
B343;INFECCION DEBIDA A PARVOVIRUS, SIN OTRA ESPECIFICACION
B344;INFECCION DEBIDA A PAPOVAVIRUS, SIN OTRA ESPECIFICACION
B348;OTRAS INFECCIONES VIRALES DE SITIO NO ESPECIFICADO
B971;ENTEROVIRUS COMO CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPITULOS
B972;CORONAVIRUS COMO CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPITULOS
B973;RETROVIRUS COMO CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPITULOS
B974;VIRUS SINCICIAL RESPIRATORIO COMO CAUSA DE ENFERMEDADES CEOC
B975;REOVIRUS COMO CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPITULOS
B976;PARVOVIRUS COMO CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPITULOS
B977;PAPILOMAVIRUS COMO CAUSA DE ENFERMEDADES CEOC
B978;OTROS AGENTES VIRALES COMO CAUSA DE ENFERMEDADES CEOC
A86;ENCEFALITIS VIRAL, NO ESPECIFICADA
B332;CARDITIS VIRAL
B349;INFECCION VIRAL, NO ESPECIFICADA
B978;OTROS AGENTES VIRALES COMO CAUSA DE ENFERMEDADES CEOC
A750;TIFUS EPIDEMICO DEBIDO A RICKETTSIA PROWAZEKII TRANSMITIDO POR PIOJOS
A759;TIFUS, NO ESPECIFICADO
A752;TIFUS DEBIDO A RICKETTSIA TYPHI
A751;TIFUS RECRUDESCENTE (ENFERMEDAD DE BRILL)
A753;TIFUS DEBIDO A RICKETTSIA TSUTSUGAMUSHI
A750;TIFUS EPIDEMICO DEBIDO A RICKETTSIA PROWAZEKII TRANSMITIDO POR PIOJOS
A759;TIFUS, NO ESPECIFICADO
A770;FIEBRE MACULOSA DEBIDA A RICKETTSIA RICKETTSII
A778;OTRAS FIEBRES MACULOSAS
A779;FIEBRE MACULOSA, NO ESPECIFICADA
A771;FIEBRE MACULOSA DEBIDA A RICKETTSIA CONORII
A772;FIEBRE MACULOSA DEBIDA A RICKETTSIA SIBERICA
A773;FIEBRE MACULOSA DEBIDA A RICKETTSIA AUSTRALIS
A770;FIEBRE MACULOSA DEBIDA A RICKETTSIA RICKETTSII
A779;FIEBRE MACULOSA, NO ESPECIFICADA
A773;FIEBRE MACULOSA DEBIDA A RICKETTSIA AUSTRALIS
A78;FIEBRE Q
A790;FIEBRE DE LAS TRINCHERAS
A791;RICKETTSIOSIS PUSTULOSA DEBIDA A RICKETTSIA AKARI
A798;OTRAS RICKETTSIOSIS ESPECIFICADAS
A799;RICKETTSIOSIS, NO ESPECIFICADA
B500;PALUDISMO DEBIDO A PLASMODIUM FALCIPARUM CON COMPLICACIONES CEREBRALES
B508;OTRO PALUDISMO GRAVE Y COMPLICADO DEBIDO A PLASMODIUM FALCIPARUM
B509;PALUDISMO DEBIDO A PLASMODIUM FALCIPARUM, SIN OTRA ESPECIFICACION
B510;PALUDISMO DEBIDO A PLASMODIUM VIVAX CON RUPTURA ESPLENICA
B518;PALUDISMO DEBIDO A PLASMODIUM VIVAX CON OTRAS COMPLICACIONES
B519;PALUDISMO DEBIDO A PLASMODIUM VIVAX, SIN COMPLICACIONES
B520;PALUDISMO DEBIDO A PLASMODIUM MALARIAE CON NEFROPATIA
B528;PALUDISMO DEBIDO A PLASMODIUM MALARIAE CON OTRAS COMPLICACIONES
B529;PALUDISMO DEBIDO A PLASMODIUM MALARIAE, SIN COMPLICACIONES
B530;PALUDISMO DEBIDO A PLASMODIUM OVALE
B531;PALUDISMO DEBIDO A PLASMODIOS DE LOS SIMIOS
B538;OTRO PALUDISMO CONFIRMADO PARASITOLOGICAMENTE, NO CEOP
B500;PALUDISMO DEBIDO A PLASMODIUM FALCIPARUM CON COMPLICACIONES CEREBRALES
B508;OTRO PALUDISMO GRAVE Y COMPLICADO DEBIDO A PLASMODIUM FALCIPARUM
B509;PALUDISMO DEBIDO A PLASMODIUM FALCIPARUM, SIN OTRA ESPECIFICACION
B510;PALUDISMO DEBIDO A PLASMODIUM VIVAX CON RUPTURA ESPLENICA
B518;PALUDISMO DEBIDO A PLASMODIUM VIVAX CON OTRAS COMPLICACIONES
B519;PALUDISMO DEBIDO A PLASMODIUM VIVAX, SIN COMPLICACIONES
B520;PALUDISMO DEBIDO A PLASMODIUM MALARIAE CON NEFROPATIA
B528;PALUDISMO DEBIDO A PLASMODIUM MALARIAE CON OTRAS COMPLICACIONES
B529;PALUDISMO DEBIDO A PLASMODIUM MALARIAE, SIN COMPLICACIONES
B530;PALUDISMO DEBIDO A PLASMODIUM OVALE
B54;PALUDISMO (MALARIA) NO ESPECIFICADO
B54;PALUDISMO (MALARIA) NO ESPECIFICADO
B508;OTRO PALUDISMO GRAVE Y COMPLICADO DEBIDO A PLASMODIUM FALCIPARUM
B500;PALUDISMO DEBIDO A PLASMODIUM FALCIPARUM CON COMPLICACIONES CEREBRALES
B509;PALUDISMO DEBIDO A PLASMODIUM FALCIPARUM, SIN OTRA ESPECIFICACION
B520;PALUDISMO DEBIDO A PLASMODIUM MALARIAE CON NEFROPATIA
B54;PALUDISMO (MALARIA) NO ESPECIFICADO
B550;LEISHMANIASIS VISCERAL
B551;LEISHMANIASIS CUTANEA
B551;LEISHMANIASIS CUTANEA
B551;LEISHMANIASIS CUTANEA
B551;LEISHMANIASIS CUTANEA
B551;LEISHMANIASIS CUTANEA
B552;LEISHMANIASIS MUCOCUTANEA
B551;LEISHMANIASIS CUTANEA
B559;LEISHMANIASIS, NO ESPECIFICADA
B570;ENFERMEDAD DE CHAGAS AGUDA QUE AFECTA AL CORAZON (I41.2*, I98.1*)
B572;ENFERMEDAD DE CHAGAS (CRONICA) QUE AFECTA AL CORAZON (I41.2*, I98.1*)
B573;ENFERMEDAD DE CHAGAS (CRONICA) QUE AFECTA AL SISTEMA DIGESTIVO
B574;ENFERMEDAD DE CHAGAS (CRONICA) QUE AFECTA AL SISTEMA NERVIOSO
B575;ENFERMEDAD DE CHAGAS (CRONICA) QUE AFECTA OTROS ORGANOS
B571;ENFERMEDAD DE CHAGAS AGUDA QUE NO AFECTA AL CORAZON
B572;ENFERMEDAD DE CHAGAS (CRONICA) QUE AFECTA AL CORAZON (I41.2*, I98.1*)
B560;TRIPANOSOMIASIS GAMBIENSE
B561;TRIPANOSOMIASIS RHODESIENSE
B569;TRIPANOSOMIASIS AFRICANA, SIN OTRA ESPECIFICACION
UNDEF;
A680;FIEBRE RECURRENTE TRANSMITIDA POR PIOJOS
A681;FIEBRE RECURRENTE TRANSMITIDA POR GARRAPATAS
A680;FIEBRE RECURRENTE TRANSMITIDA POR PIOJOS
A681;FIEBRE RECURRENTE TRANSMITIDA POR GARRAPATAS
A689;FIEBRE RECURRENTE, NO ESPECIFICADA
A689;FIEBRE RECURRENTE, NO ESPECIFICADA
A750;TIFUS EPIDEMICO DEBIDO A RICKETTSIA PROWAZEKII TRANSMITIDO POR PIOJOS
A440;BARTONELOSIS SISTEMICA
A441;BARTONELOSIS CUTANEA Y MUCOCUTANEA
A448;OTRAS FORMAS DE BARTONELOSIS
A449;BARTONELOSIS, NO ESPECIFICADA
A938;OTRAS FIEBRES VIRALES ESPECIFICADAS TRANSMITIDAS POR ARTROPODOS
A94;FIEBRE VIRAL TRANSMITIDA POR ARTROPODOS, NO ESPECIFICADA
A500;SIFILIS CONGENITA PRECOZ, SINTOMATICA
A501;SIFILIS CONGENITA PRECOZ, LATENTE
A502;SIFILIS CONGENITA PRECOZ, SIN OTRA ESPECIFICACION
A503;OCULOPATIA SIFILITICA CONGENITA TARDIA
A503;OCULOPATIA SIFILITICA CONGENITA TARDIA
A504;NEUROSIFILIS CONGENITA TARDIA (NEUROSIFILIS JUVENIL)
A503;OCULOPATIA SIFILITICA CONGENITA TARDIA
A505;OTRAS FORMAS DE SIFILIS CONGENITA TARDIA, SINTOMATICA
A506;SIFILIS CONGENITA TARDIA, LATENTE
A507;SIFILIS CONGENITA TARDIA, SIN OTRA ESPECIFICACION
A502;SIFILIS CONGENITA PRECOZ, SIN OTRA ESPECIFICACION
A509;SIFILIS CONGENITA, SIN OTRA ESPECIFICACION
A510;SIFILIS GENITAL PRIMARIA
A519;SIFILIS PRECOZ, SIN OTRA ESPECIFICACION
A511;SIFILIS PRIMARIA ANAL
A510;SIFILIS GENITAL PRIMARIA
A512;SIFILIS PRIMARIA EN OTROS SITIOS
A513;SIFILIS SECUNDARIA DE PIEL Y MEMBRANAS MUCOSAS
A630;VERRUGAS (VENEREAS) ANOGENITALES
A514;OTRAS SIFILIS SECUNDARIAS
A514;OTRAS SIFILIS SECUNDARIAS
A514;OTRAS SIFILIS SECUNDARIAS
A514;OTRAS SIFILIS SECUNDARIAS
A519;SIFILIS PRECOZ, SIN OTRA ESPECIFICACION
A513;SIFILIS SECUNDARIA DE PIEL Y MEMBRANAS MUCOSAS
A514;OTRAS SIFILIS SECUNDARIAS
A519;SIFILIS PRECOZ, SIN OTRA ESPECIFICACION
A514;OTRAS SIFILIS SECUNDARIAS
A515;SIFILIS PRECOZ, LATENTE
A515;SIFILIS PRECOZ, LATENTE
A520;SIFILIS CARDIOVASCULAR
A520;SIFILIS CARDIOVASCULAR
A520;SIFILIS CARDIOVASCULAR
A520;SIFILIS CARDIOVASCULAR
A527;OTRAS SIFILIS TARDIAS SINTOMATICAS
A520;SIFILIS CARDIOVASCULAR
A521;NEUROSIFILIS SINTOMATICA
A521;NEUROSIFILIS SINTOMATICA
A521;NEUROSIFILIS SINTOMATICA
A522;NEUROSIFILIS ASINTOMATICA
A520;SIFILIS CARDIOVASCULAR
A521;NEUROSIFILIS SINTOMATICA
A527;OTRAS SIFILIS TARDIAS SINTOMATICAS
A520;SIFILIS CARDIOVASCULAR
A522;NEUROSIFILIS ASINTOMATICA
A523;NEUROSIFILIS NO ESPECIFICADA
A527;OTRAS SIFILIS TARDIAS SINTOMATICAS
O981;SIFILIS QUE COMPLICA EL EMBARAZO, EL PARTO Y EL PUERPERIO
A528;SIFILIS TARDIA, LATENTE
A529;SIFILIS TARDIA, NO ESPECIFICADA
A530;SIFILIS LATENTE, NO ESPECIFICADA COMO PRECOZ O TARDIA
A519;SIFILIS PRECOZ, SIN OTRA ESPECIFICACION
A539;SIFILIS, NO ESPECIFICADA
A540;INF GONOCOCICA TRACTO GENITOUR INFER SIN ABSC PERIURETRAL GLAND ACCESO
A541;INF GONOCOCICA TRACTO GENITOUR INFER ABSC PERIURETRAL GLAND ACCESORIAS
A542;PELVIPERITONITIS GONOCOCICA Y OTRAS INFEC GONOCOCICAS GENITOURINARIAS
A548;OTRAS INFECCIONES GONOCOCICAS
A549;INFECCION GONOCOCICA, NO ESPECIFICADA
A540;INF GONOCOCICA TRACTO GENITOUR INFER SIN ABSC PERIURETRAL GLAND ACCESO
A542;PELVIPERITONITIS GONOCOCICA Y OTRAS INFEC GONOCOCICAS GENITOURINARIAS
A540;INF GONOCOCICA TRACTO GENITOUR INFER SIN ABSC PERIURETRAL GLAND ACCESO
A542;PELVIPERITONITIS GONOCOCICA Y OTRAS INFEC GONOCOCICAS GENITOURINARIAS
A543;INFECCION GONOCOCICA DEL OJO
A544;INFECCION GONOCOCICA DEL SISTEMA OSTEOMUSCULAR
A545;FARINGITIS GONOCOCICA
A546;INFECCION GONOCOCICA DEL ANO Y DEL RECTO
A544;INFECCION GONOCOCICA DEL SISTEMA OSTEOMUSCULAR
A548;OTRAS INFECCIONES GONOCOCICAS
A57;CHANCRO BLANDO
A55;LINFOGRANULOMA (VENEREO) POR CLAMIDIAS
A58;GRANULOMA INGUINAL
M023;ENFERMEDAD DE REITER
A64;ENFERMEDAD DE TRANSMISION SEXUAL NO ESPECIFICADA
N341;URETRITIS NO ESPECIFICA
A510;SIFILIS GENITAL PRIMARIA
A560;INFECCION DEL TRACTO GENITOURINARIO INFERIOR DEBIDA A CLAMIDIAS
A561;INFECC PELVIPERITONEO Y OTROS ORG GENITOURINARIOS DEBIDA A CLAMIDIAS
A562;INFECC TRACTO GENITOURINARIO DEBIDAS A CLAMIDIAS, SIN OTRA ESPECIFICAC
A563;INFECCION DEL ANO Y DEL RECTO DEBIDA A CLAMIDIAS
A564;INFECCION DE FARINGE DEBIDA A CLAMIDIAS
A568;INFECCION DE TRANSMISION SEXUAL DE OTROS SITIOS DEBIDA A CLAMIDIAS
A638;OTRAS ENFERMEDADES DE TRANSMISION PREDOMINANTEMENTE SEXUAL, ESPECIFIC
A64;ENFERMEDAD DE TRANSMISION SEXUAL NO ESPECIFICADA
I888;OTRAS LINFADENITIS INESPECIFICAS
A64;ENFERMEDAD DE TRANSMISION SEXUAL NO ESPECIFICADA
A270;LEPTOSPIROSIS ICTEROHEMORRAGICA
A278;OTRAS FORMAS DE LEPTOSPIROSIS
A279;LEPTOSPIROSIS, NO ESPECIFICADA
A279;LEPTOSPIROSIS, NO ESPECIFICADA
A690;ESTOMATITIS ULCERATIVA NECROTIZANTE
A691;OTRAS INFECCIONES DE VINCENT
A660;LESIONES INICIALES DE FRAMBESIA
A661;LESIONES PAPILOMATOSAS MULTIPLES Y FRAMBESIA CON PASO DE CANGREJO
A662;OTRAS LESIONES PRECOCES DE LA PIEL EN LA FRAMBESIA
A663;HIPERQUERATOSIS DE FRAMBESIA
A664;GOMA Y ULCERAS DE FRAMBESIA
A665;GANGOSA
A666;LESIONES FRAMBESICAS DE LOS HUESOS Y DE LAS ARTICULACIONES
A667;OTRAS MANIFESTACIONES DE FRAMBESIA
A668;FRAMBESIA LATENTE
A669;FRAMBESIA, NO ESPECIFICADA
A670;LESIONES PRIMARIAS DE LA PINTA
A671;LESIONES INTERMEDIAS DE LA PINTA
A671;LESIONES INTERMEDIAS DE LA PINTA
A672;LESIONES TARDIAS DE LA PINTA
A673;LESIONES MIXTAS DE LA PINTA
A679;PINTA, NO ESPECIFICADA
A65;SIFILIS NO VENEREA
A692;ENFERMEDAD DE LYME
A698;OTRAS INFECCIONES ESPECIFICADAS POR ESPIROQUETAS
A699;INFECCION POR ESPIROQUETA, NO ESPECIFICADA
B350;TI�A DE LA BARBA Y DEL CUERO CABELLUDO
L448;OTROS TRASTORNOS PAPULOESCAMOSOS ESPECIFICADOS
B351;TI�A DE LAS U�AS
B352;TI�A DE LA MANO
B356;TI�A INGUINAL (TINEA CRURIS)
B353;TI�A DEL PIE (TINEA PEDIS)
B354;TI�A DEL CUERPO (TINEA CORPORIS)
B355;TI�A IMBRICADA (TINEA IMBRICATA)
B358;OTRAS DERMATOFITOSIS
B358;OTRAS DERMATOFITOSIS
B355;TI�A IMBRICADA (TINEA IMBRICATA)
B359;DERMATOFITOSIS, NO ESPECIFICADA
B360;PITIRIASIS VERSICOLOR
B361;TI�A NEGRA
B49;MICOSIS, NO ESPECIFICADA
B362;PIEDRA BLANCA
B368;OTRAS MICOSIS SUPERFICIALES ESPECIFICADAS
B363;PIEDRA NEGRA
B368;OTRAS MICOSIS SUPERFICIALES ESPECIFICADAS
B368;OTRAS MICOSIS SUPERFICIALES ESPECIFICADAS
B369;MICOSIS SUPERFICIAL, SIN OTRA ESPECIFICACION
B370;ESTOMATITIS CANDIDIASICA
B379;CANDIDIASIS, NO ESPECIFICADA
B373;CANDIDIASIS DE LA VULVA Y DE LA VAGINA (N77.1*)
B374;CANDIDIASIS DE OTRAS LOCALIZACIONES UROGENITALES
B372;CANDIDIASIS DE LA PIEL Y LAS U�AS
B371;CANDIDIASIS PULMONAR
B378;CANDIDIASIS DE OTROS SITIOS
B375;MENINGITIS DEBIDA A CANDIDA (G02.1*)
B376;ENDOCARDITIS DEBIDA A CANDIDA (I39.8*)
B377;SEPTICEMIA DEBIDA A CANDIDA
B378;CANDIDIASIS DE OTROS SITIOS
B49;MICOSIS, NO ESPECIFICADA
B379;CANDIDIASIS, NO ESPECIFICADA
B380;COCCIDIOIDOMICOSIS PULMONAR AGUDA
B381;COCCIDIOIDOMICOSIS PULMONAR CRONICA
B382;COCCIDIOIDOMICOSIS PULMONAR, SIN OTRA ESPECIFICACION
B383;COCCIDIOIDOMICOSIS CUTANEA
B384;MENINGITIS DEBIDA A COCCIDIOIDOMICOSIS (G02.1*)
B387;COCCIDIOIDOMICOSIS DISEMINADA
B388;OTRAS FORMAS DE COCCIDIOIDOMICOSIS
B389;COCCIDIOIDOMICOSIS, NO ESPECIFICADA
B390;INFECCION PULMONAR AGUDA DEBIDA A HISTOPLASMA CAPSULATUM
B391;INFECCION PULMONAR CRONICA DEBIDA A HISTOPLASMA CAPSULATUM
B392;INFECCION PULMONAR DEBIDA A HISTOPLASMA CAPSULATUM, SIN OTRA ESPECIFIC
B393;INFECCION DISEMINADA DEBIDA A HISTOPLASMA CAPSULATUM
B394;HISTOPLASMOSIS DEBIDA A HISTOPLASMA CAPSULATUM, SIN OTRA ESPECIFICAC
B395;INFECCION DEBIDA A HISTOPLASMA DUBOISII
